sample_id,session_id,material_english,material_pinyin,material_chinese,class_id,force_n,path_type,camera_view,slice_mode,phase,parent_cycle,segment_label,split,start_epoch,end_epoch,duration_s,audio_path,tactile_path,video_path
VisTouch_stone_f9_r1_v1_seg01b,stone_f9_r1_v1,stone,shitou,石头,6,9,1,1,half,fall,seg01,seg01b,test,1607153554.970,1607153558.860,3.890,../dataset20260818/audio/stone/VisTouch_stone_f9_r1_v1_seg01b.wav,../dataset20260818/tactile/stone/VisTouch_stone_f9_r1_v1_seg01b.csv,../dataset20260818/video/stone/VisTouch_stone_f9_r1_v1_seg01b.avi
VisTouch_stone_f9_r1_v1_seg02a,stone_f9_r1_v1,stone,shitou,石头,6,9,1,1,half,rise,seg02,seg02a,test,1607153558.860,1607153564.680,5.820,../dataset20260818/audio/stone/VisTouch_stone_f9_r1_v1_seg02a.wav,../dataset20260818/tactile/stone/VisTouch_stone_f9_r1_v1_seg02a.csv,../dataset20260818/video/stone/VisTouch_stone_f9_r1_v1_seg02a.avi
VisTouch_stone_f9_r1_v1_seg02b,stone_f9_r1_v1,stone,shitou,石头,6,9,1,1,half,fall,seg02,seg02b,test,1607153564.680,1607153569.020,4.340,../dataset20260818/audio/stone/VisTouch_stone_f9_r1_v1_seg02b.wav,../dataset20260818/tactile/stone/VisTouch_stone_f9_r1_v1_seg02b.csv,../dataset20260818/video/stone/VisTouch_stone_f9_r1_v1_seg02b.avi
VisTouch_stone_f9_r1_v1_seg03a,stone_f9_r1_v1,stone,shitou,石头,6,9,1,1,half,rise,seg03,seg03a,test,1607153569.020,1607153574.880,5.860,../dataset20260818/audio/stone/VisTouch_stone_f9_r1_v1_seg03a.wav,../dataset20260818/tactile/stone/VisTouch_stone_f9_r1_v1_seg03a.csv,../dataset20260818/video/stone/VisTouch_stone_f9_r1_v1_seg03a.avi
VisTouch_stone_f9_r1_v1_seg03b,stone_f9_r1_v1,stone,shitou,石头,6,9,1,1,half,fall,seg03,seg03b,test,1607153574.880,1607153579.220,4.340,../dataset20260818/audio/stone/VisTouch_stone_f9_r1_v1_seg03b.wav,../dataset20260818/tactile/stone/VisTouch_stone_f9_r1_v1_seg03b.csv,../dataset20260818/video/stone/VisTouch_stone_f9_r1_v1_seg03b.avi
VisTouch_stone_f9_r1_v1_seg04a,stone_f9_r1_v1,stone,shitou,石头,6,9,1,1,half,rise,seg04,seg04a,test,1607153579.220,1607153585.450,6.230,../dataset20260818/audio/stone/VisTouch_stone_f9_r1_v1_seg04a.wav,../dataset20260818/tactile/stone/VisTouch_stone_f9_r1_v1_seg04a.csv,../dataset20260818/video/stone/VisTouch_stone_f9_r1_v1_seg04a.avi
VisTouch_stone_f9_r1_v1_seg04b,stone_f9_r1_v1,stone,shitou,石头,6,9,1,1,half,fall,seg04,seg04b,test,1607153585.450,1607153589.360,3.910,../dataset20260818/audio/stone/VisTouch_stone_f9_r1_v1_seg04b.wav,../dataset20260818/tactile/stone/VisTouch_stone_f9_r1_v1_seg04b.csv,../dataset20260818/video/stone/VisTouch_stone_f9_r1_v1_seg04b.avi
VisTouch_stone_f9_r1_v1_seg05a,stone_f9_r1_v1,stone,shitou,石头,6,9,1,1,half,rise,seg05,seg05a,test,1607153589.360,1607153595.440,6.080,../dataset20260818/audio/stone/VisTouch_stone_f9_r1_v1_seg05a.wav,../dataset20260818/tactile/stone/VisTouch_stone_f9_r1_v1_seg05a.csv,../dataset20260818/video/stone/VisTouch_stone_f9_r1_v1_seg05a.avi
VisTouch_stone_f9_r1_v1_seg05b,stone_f9_r1_v1,stone,shitou,石头,6,9,1,1,half,fall,seg05,seg05b,test,1607153595.440,1607153599.540,4.100,../dataset20260818/audio/stone/VisTouch_stone_f9_r1_v1_seg05b.wav,../dataset20260818/tactile/stone/VisTouch_stone_f9_r1_v1_seg05b.csv,../dataset20260818/video/stone/VisTouch_stone_f9_r1_v1_seg05b.avi
VisTouch_stone_f9_r1_v1_idle02,stone_f9_r1_v1,stone,shitou,石头,6,9,1,1,idle,idle,,idle02,test,1607153599.540,1607153605.764,6.224,../dataset20260818/audio/stone/VisTouch_stone_f9_r1_v1_idle02.wav,../dataset20260818/tactile/stone/VisTouch_stone_f9_r1_v1_idle02.csv,../dataset20260818/video/stone/VisTouch_stone_f9_r1_v1_idle02.avi
VisTouch_stone_f9_r1_v1_idle03,stone_f9_r1_v1,stone,shitou,石头,6,9,1,1,idle,idle,,idle03,test,1607153605.764,1607153611.989,6.224,../dataset20260818/audio/stone/VisTouch_stone_f9_r1_v1_idle03.wav,../dataset20260818/tactile/stone/VisTouch_stone_f9_r1_v1_idle03.csv,../dataset20260818/video/stone/VisTouch_stone_f9_r1_v1_idle03.avi
VisTouch_wood_f3_r1_v1_idle01,wood_f3_r1_v1,wood,muban,木板,7,3,1,1,idle,idle,,idle01,train,1607154804.000,1607154812.000,8.000,../dataset20260818/audio/wood/VisTouch_wood_f3_r1_v1_idle01.wav,../dataset20260818/tactile/wood/VisTouch_wood_f3_r1_v1_idle01.csv,../dataset20260818/video/wood/VisTouch_wood_f3_r1_v1_idle01.avi
VisTouch_wood_f3_r1_v1_seg01a,wood_f3_r1_v1,wood,muban,木板,7,3,1,1,half,rise,seg01,seg01a,train,1607154812.000,1607154818.380,6.380,../dataset20260818/audio/wood/VisTouch_wood_f3_r1_v1_seg01a.wav,../dataset20260818/tactile/wood/VisTouch_wood_f3_r1_v1_seg01a.csv,../dataset20260818/video/wood/VisTouch_wood_f3_r1_v1_seg01a.avi
VisTouch_wood_f3_r1_v1_seg01b,wood_f3_r1_v1,wood,muban,木板,7,3,1,1,half,fall,seg01,seg01b,train,1607154818.380,1607154822.300,3.920,../dataset20260818/audio/wood/VisTouch_wood_f3_r1_v1_seg01b.wav,../dataset20260818/tactile/wood/VisTouch_wood_f3_r1_v1_seg01b.csv,../dataset20260818/video/wood/VisTouch_wood_f3_r1_v1_seg01b.avi
VisTouch_wood_f3_r1_v1_seg02a,wood_f3_r1_v1,wood,muban,木板,7,3,1,1,half,rise,seg02,seg02a,train,1607154822.300,1607154828.730,6.430,../dataset20260818/audio/wood/VisTouch_wood_f3_r1_v1_seg02a.wav,../dataset20260818/tactile/wood/VisTouch_wood_f3_r1_v1_seg02a.csv,../dataset20260818/video/wood/VisTouch_wood_f3_r1_v1_seg02a.avi
VisTouch_wood_f3_r1_v1_seg02b,wood_f3_r1_v1,wood,muban,木板,7,3,1,1,half,fall,seg02,seg02b,train,1607154828.730,1607154832.620,3.890,../dataset20260818/audio/wood/VisTouch_wood_f3_r1_v1_seg02b.wav,../dataset20260818/tactile/wood/VisTouch_wood_f3_r1_v1_seg02b.csv,../dataset20260818/video/wood/VisTouch_wood_f3_r1_v1_seg02b.avi
VisTouch_wood_f3_r1_v1_seg03a,wood_f3_r1_v1,wood,muban,木板,7,3,1,1,half,rise,seg03,seg03a,train,1607154832.620,1607154839.050,6.430,../dataset20260818/audio/wood/VisTouch_wood_f3_r1_v1_seg03a.wav,../dataset20260818/tactile/wood/VisTouch_wood_f3_r1_v1_seg03a.csv,../dataset20260818/video/wood/VisTouch_wood_f3_r1_v1_seg03a.avi
VisTouch_wood_f3_r1_v1_seg03b,wood_f3_r1_v1,wood,muban,木板,7,3,1,1,half,fall,seg03,seg03b,train,1607154839.050,1607154842.920,3.870,../dataset20260818/audio/wood/VisTouch_wood_f3_r1_v1_seg03b.wav,../dataset20260818/tactile/wood/VisTouch_wood_f3_r1_v1_seg03b.csv,../dataset20260818/video/wood/VisTouch_wood_f3_r1_v1_seg03b.avi
VisTouch_wood_f3_r1_v1_seg04a,wood_f3_r1_v1,wood,muban,木板,7,3,1,1,half,rise,seg04,seg04a,train,1607154842.920,1607154849.390,6.470,../dataset20260818/audio/wood/VisTouch_wood_f3_r1_v1_seg04a.wav,../dataset20260818/tactile/wood/VisTouch_wood_f3_r1_v1_seg04a.csv,../dataset20260818/video/wood/VisTouch_wood_f3_r1_v1_seg04a.avi
VisTouch_wood_f3_r1_v1_seg04b,wood_f3_r1_v1,wood,muban,木板,7,3,1,1,half,fall,seg04,seg04b,train,1607154849.390,1607154853.220,3.830,../dataset20260818/audio/wood/VisTouch_wood_f3_r1_v1_seg04b.wav,../dataset20260818/tactile/wood/VisTouch_wood_f3_r1_v1_seg04b.csv,../dataset20260818/video/wood/VisTouch_wood_f3_r1_v1_seg04b.avi
VisTouch_wood_f3_r1_v1_seg05a,wood_f3_r1_v1,wood,muban,木板,7,3,1,1,half,rise,seg05,seg05a,train,1607154853.220,1607154859.640,6.420,../dataset20260818/audio/wood/VisTouch_wood_f3_r1_v1_seg05a.wav,../dataset20260818/tactile/wood/VisTouch_wood_f3_r1_v1_seg05a.csv,../dataset20260818/video/wood/VisTouch_wood_f3_r1_v1_seg05a.avi
VisTouch_wood_f3_r1_v1_seg05b,wood_f3_r1_v1,wood,muban,木板,7,3,1,1,half,fall,seg05,seg05b,train,1607154859.640,1607154863.520,3.880,../dataset20260818/audio/wood/VisTouch_wood_f3_r1_v1_seg05b.wav,../dataset20260818/tactile/wood/VisTouch_wood_f3_r1_v1_seg05b.csv,../dataset20260818/video/wood/VisTouch_wood_f3_r1_v1_seg05b.avi
VisTouch_wood_f3_r1_v1_idle02,wood_f3_r1_v1,wood,muban,木板,7,3,1,1,idle,idle,,idle02,train,1607154863.520,1607154869.755,6.235,../dataset20260818/audio/wood/VisTouch_wood_f3_r1_v1_idle02.wav,../dataset20260818/tactile/wood/VisTouch_wood_f3_r1_v1_idle02.csv,../dataset20260818/video/wood/VisTouch_wood_f3_r1_v1_idle02.avi
VisTouch_wood_f3_r1_v1_idle03,wood_f3_r1_v1,wood,muban,木板,7,3,1,1,idle,idle,,idle03,train,1607154869.755,1607154875.990,6.235,../dataset20260818/audio/wood/VisTouch_wood_f3_r1_v1_idle03.wav,../dataset20260818/tactile/wood/VisTouch_wood_f3_r1_v1_idle03.csv,../dataset20260818/video/wood/VisTouch_wood_f3_r1_v1_idle03.avi
VisTouch_wood_f6_r1_v1_idle01,wood_f6_r1_v1,wood,muban,木板,7,6,1,1,idle,idle,,idle01,train,1607154946.000,1607154952.680,6.680,../dataset20260818/audio/wood/VisTouch_wood_f6_r1_v1_idle01.wav,../dataset20260818/tactile/wood/VisTouch_wood_f6_r1_v1_idle01.csv,../dataset20260818/video/wood/VisTouch_wood_f6_r1_v1_idle01.avi
VisTouch_wood_f6_r1_v1_seg01a,wood_f6_r1_v1,wood,muban,木板,7,6,1,1,half,rise,seg01,seg01a,train,1607154952.680,1607154959.030,6.350,../dataset20260818/audio/wood/VisTouch_wood_f6_r1_v1_seg01a.wav,../dataset20260818/tactile/wood/VisTouch_wood_f6_r1_v1_seg01a.csv,../dataset20260818/video/wood/VisTouch_wood_f6_r1_v1_seg01a.avi
VisTouch_wood_f6_r1_v1_seg01b,wood_f6_r1_v1,wood,muban,木板,7,6,1,1,half,fall,seg01,seg01b,train,1607154959.030,1607154962.920,3.890,../dataset20260818/audio/wood/VisTouch_wood_f6_r1_v1_seg01b.wav,../dataset20260818/tactile/wood/VisTouch_wood_f6_r1_v1_seg01b.csv,../dataset20260818/video/wood/VisTouch_wood_f6_r1_v1_seg01b.avi
VisTouch_wood_f6_r1_v1_seg02a,wood_f6_r1_v1,wood,muban,木板,7,6,1,1,half,rise,seg02,seg02a,train,1607154962.920,1607154969.270,6.350,../dataset20260818/audio/wood/VisTouch_wood_f6_r1_v1_seg02a.wav,../dataset20260818/tactile/wood/VisTouch_wood_f6_r1_v1_seg02a.csv,../dataset20260818/video/wood/VisTouch_wood_f6_r1_v1_seg02a.avi
VisTouch_wood_f6_r1_v1_seg02b,wood_f6_r1_v1,wood,muban,木板,7,6,1,1,half,fall,seg02,seg02b,train,1607154969.270,1607154973.160,3.890,../dataset20260818/audio/wood/VisTouch_wood_f6_r1_v1_seg02b.wav,../dataset20260818/tactile/wood/VisTouch_wood_f6_r1_v1_seg02b.csv,../dataset20260818/video/wood/VisTouch_wood_f6_r1_v1_seg02b.avi
VisTouch_wood_f6_r1_v1_seg03a,wood_f6_r1_v1,wood,muban,木板,7,6,1,1,half,rise,seg03,seg03a,train,1607154973.160,1607154979.540,6.380,../dataset20260818/audio/wood/VisTouch_wood_f6_r1_v1_seg03a.wav,../dataset20260818/tactile/wood/VisTouch_wood_f6_r1_v1_seg03a.csv,../dataset20260818/video/wood/VisTouch_wood_f6_r1_v1_seg03a.avi
VisTouch_wood_f6_r1_v1_seg03b,wood_f6_r1_v1,wood,muban,木板,7,6,1,1,half,fall,seg03,seg03b,train,1607154979.540,1607154983.420,3.880,../dataset20260818/audio/wood/VisTouch_wood_f6_r1_v1_seg03b.wav,../dataset20260818/tactile/wood/VisTouch_wood_f6_r1_v1_seg03b.csv,../dataset20260818/video/wood/VisTouch_wood_f6_r1_v1_seg03b.avi
VisTouch_wood_f6_r1_v1_seg04a,wood_f6_r1_v1,wood,muban,木板,7,6,1,1,half,rise,seg04,seg04a,train,1607154983.420,1607154989.770,6.350,../dataset20260818/audio/wood/VisTouch_wood_f6_r1_v1_seg04a.wav,../dataset20260818/tactile/wood/VisTouch_wood_f6_r1_v1_seg04a.csv,../dataset20260818/video/wood/VisTouch_wood_f6_r1_v1_seg04a.avi
VisTouch_wood_f6_r1_v1_seg04b,wood_f6_r1_v1,wood,muban,木板,7,6,1,1,half,fall,seg04,seg04b,train,1607154989.770,1607154993.640,3.870,../dataset20260818/audio/wood/VisTouch_wood_f6_r1_v1_seg04b.wav,../dataset20260818/tactile/wood/VisTouch_wood_f6_r1_v1_seg04b.csv,../dataset20260818/video/wood/VisTouch_wood_f6_r1_v1_seg04b.avi
VisTouch_wood_f6_r1_v1_seg05a,wood_f6_r1_v1,wood,muban,木板,7,6,1,1,half,rise,seg05,seg05a,train,1607154993.640,1607154999.970,6.330,../dataset20260818/audio/wood/VisTouch_wood_f6_r1_v1_seg05a.wav,../dataset20260818/tactile/wood/VisTouch_wood_f6_r1_v1_seg05a.csv,../dataset20260818/video/wood/VisTouch_wood_f6_r1_v1_seg05a.avi
VisTouch_wood_f6_r1_v1_seg05b,wood_f6_r1_v1,wood,muban,木板,7,6,1,1,half,fall,seg05,seg05b,train,1607154999.970,1607155003.880,3.910,../dataset20260818/audio/wood/VisTouch_wood_f6_r1_v1_seg05b.wav,../dataset20260818/tactile/wood/VisTouch_wood_f6_r1_v1_seg05b.csv,../dataset20260818/video/wood/VisTouch_wood_f6_r1_v1_seg05b.avi
VisTouch_wood_f6_r1_v1_idle02,wood_f6_r1_v1,wood,muban,木板,7,6,1,1,idle,idle,,idle02,train,1607155003.880,1607155011.157,7.277,../dataset20260818/audio/wood/VisTouch_wood_f6_r1_v1_idle02.wav,../dataset20260818/tactile/wood/VisTouch_wood_f6_r1_v1_idle02.csv,../dataset20260818/video/wood/VisTouch_wood_f6_r1_v1_idle02.avi
VisTouch_wood_f6_r1_v1_idle03,wood_f6_r1_v1,wood,muban,木板,7,6,1,1,idle,idle,,idle03,train,1607155011.157,1607155018.433,7.277,../dataset20260818/audio/wood/VisTouch_wood_f6_r1_v1_idle03.wav,../dataset20260818/tactile/wood/VisTouch_wood_f6_r1_v1_idle03.csv,../dataset20260818/video/wood/VisTouch_wood_f6_r1_v1_idle03.avi
VisTouch_wood_f9_r1_v1_idle01,wood_f9_r1_v1,wood,muban,木板,7,9,1,1,idle,idle,,idle01,test,1607155065.000,1607155070.780,5.780,../dataset20260818/audio/wood/VisTouch_wood_f9_r1_v1_idle01.wav,../dataset20260818/tactile/wood/VisTouch_wood_f9_r1_v1_idle01.csv,../dataset20260818/video/wood/VisTouch_wood_f9_r1_v1_idle01.avi
VisTouch_wood_f9_r1_v1_seg01a,wood_f9_r1_v1,wood,muban,木板,7,9,1,1,half,rise,seg01,seg01a,test,1607155070.780,1607155077.070,6.290,../dataset20260818/audio/wood/VisTouch_wood_f9_r1_v1_seg01a.wav,../dataset20260818/tactile/wood/VisTouch_wood_f9_r1_v1_seg01a.csv,../dataset20260818/video/wood/VisTouch_wood_f9_r1_v1_seg01a.avi
VisTouch_wood_f9_r1_v1_seg01b,wood_f9_r1_v1,wood,muban,木板,7,9,1,1,half,fall,seg01,seg01b,test,1607155077.070,1607155080.920,3.850,../dataset20260818/audio/wood/VisTouch_wood_f9_r1_v1_seg01b.wav,../dataset20260818/tactile/wood/VisTouch_wood_f9_r1_v1_seg01b.csv,../dataset20260818/video/wood/VisTouch_wood_f9_r1_v1_seg01b.avi
VisTouch_wood_f9_r1_v1_seg02a,wood_f9_r1_v1,wood,muban,木板,7,9,1,1,half,rise,seg02,seg02a,test,1607155080.920,1607155087.330,6.410,../dataset20260818/audio/wood/VisTouch_wood_f9_r1_v1_seg02a.wav,../dataset20260818/tactile/wood/VisTouch_wood_f9_r1_v1_seg02a.csv,../dataset20260818/video/wood/VisTouch_wood_f9_r1_v1_seg02a.avi
VisTouch_wood_f9_r1_v1_seg02b,wood_f9_r1_v1,wood,muban,木板,7,9,1,1,half,fall,seg02,seg02b,test,1607155087.330,1607155091.140,3.810,../dataset20260818/audio/wood/VisTouch_wood_f9_r1_v1_seg02b.wav,../dataset20260818/tactile/wood/VisTouch_wood_f9_r1_v1_seg02b.csv,../dataset20260818/video/wood/VisTouch_wood_f9_r1_v1_seg02b.avi
VisTouch_wood_f9_r1_v1_seg03a,wood_f9_r1_v1,wood,muban,木板,7,9,1,1,half,rise,seg03,seg03a,test,1607155091.140,1607155097.390,6.250,../dataset20260818/audio/wood/VisTouch_wood_f9_r1_v1_seg03a.wav,../dataset20260818/tactile/wood/VisTouch_wood_f9_r1_v1_seg03a.csv,../dataset20260818/video/wood/VisTouch_wood_f9_r1_v1_seg03a.avi
VisTouch_wood_f9_r1_v1_seg03b,wood_f9_r1_v1,wood,muban,木板,7,9,1,1,half,fall,seg03,seg03b,test,1607155097.390,1607155101.300,3.910,../dataset20260818/audio/wood/VisTouch_wood_f9_r1_v1_seg03b.wav,../dataset20260818/tactile/wood/VisTouch_wood_f9_r1_v1_seg03b.csv,../dataset20260818/video/wood/VisTouch_wood_f9_r1_v1_seg03b.avi
VisTouch_wood_f9_r1_v1_seg04a,wood_f9_r1_v1,wood,muban,木板,7,9,1,1,half,rise,seg04,seg04a,test,1607155101.300,1607155107.630,6.330,../dataset20260818/audio/wood/VisTouch_wood_f9_r1_v1_seg04a.wav,../dataset20260818/tactile/wood/VisTouch_wood_f9_r1_v1_seg04a.csv,../dataset20260818/video/wood/VisTouch_wood_f9_r1_v1_seg04a.avi
VisTouch_wood_f9_r1_v1_seg04b,wood_f9_r1_v1,wood,muban,木板,7,9,1,1,half,fall,seg04,seg04b,test,1607155107.630,1607155111.500,3.870,../dataset20260818/audio/wood/VisTouch_wood_f9_r1_v1_seg04b.wav,../dataset20260818/tactile/wood/VisTouch_wood_f9_r1_v1_seg04b.csv,../dataset20260818/video/wood/VisTouch_wood_f9_r1_v1_seg04b.avi
VisTouch_wood_f9_r1_v1_seg05a,wood_f9_r1_v1,wood,muban,木板,7,9,1,1,half,rise,seg05,seg05a,test,1607155111.500,1607155117.820,6.320,../dataset20260818/audio/wood/VisTouch_wood_f9_r1_v1_seg05a.wav,../dataset20260818/tactile/wood/VisTouch_wood_f9_r1_v1_seg05a.csv,../dataset20260818/video/wood/VisTouch_wood_f9_r1_v1_seg05a.avi
VisTouch_wood_f9_r1_v1_seg05b,wood_f9_r1_v1,wood,muban,木板,7,9,1,1,half,fall,seg05,seg05b,test,1607155117.820,1607155121.720,3.900,../dataset20260818/audio/wood/VisTouch_wood_f9_r1_v1_seg05b.wav,../dataset20260818/tactile/wood/VisTouch_wood_f9_r1_v1_seg05b.csv,../dataset20260818/video/wood/VisTouch_wood_f9_r1_v1_seg05b.avi
VisTouch_wood_f9_r1_v1_idle02,wood_f9_r1_v1,wood,muban,木板,7,9,1,1,idle,idle,,idle02,test,1607155121.720,1607155128.355,6.635,../dataset20260818/audio/wood/VisTouch_wood_f9_r1_v1_idle02.wav,../dataset20260818/tactile/wood/VisTouch_wood_f9_r1_v1_idle02.csv,../dataset20260818/video/wood/VisTouch_wood_f9_r1_v1_idle02.avi
VisTouch_wood_f9_r1_v1_idle03,wood_f9_r1_v1,wood,muban,木板,7,9,1,1,idle,idle,,idle03,test,1607155128.355,1607155134.989,6.635,../dataset20260818/audio/wood/VisTouch_wood_f9_r1_v1_idle03.wav,../dataset20260818/tactile/wood/VisTouch_wood_f9_r1_v1_idle03.csv,../dataset20260818/video/wood/VisTouch_wood_f9_r1_v1_idle03.avi
